1	0	122	26	157	61
2	0	122	70	155	103
3	0	105	90	133	118
4	0	116	47	153	84
5	0	140	45	182	87
6	0	167	63	191	87
7	4	111	126	135	150
8	17	153	65	172	84
9	0	29	84	86	141
10	3	130	60	157	87
11	0	109	85	140	116
12	0	139	46	182	89
13	0	116	62	150	96
14	0	109	64	143	98
15	0	139	59	171	91
16	0	132	59	174	101
17	0	85	75	128	118
18	0	132	61	157	86
19	0	91	52	129	90
20	0	127	65	189	127
21	0	122	25	171	74
22	0	143	41	189	87
23	0	60	52	100	92
24	0	138	40	183	85
25	0	189	33	220	64
26	0	113	50	148	85
27	0	113	105	157	149
28	0	150	63	171	84
29	0	112	61	146	95
30	0	165	214	185	234
31	1	58	41	96	79
32	0	155	51	179	75
33	0	119	58	154	93
34	0	134	73	169	108
35	0	147	72	173	98
36	0	64	58	102	96
37	0	101	90	127	116
38	0	101	53	138	90
39	0	60	99	100	139
40	0	169	72	193	96
41	0	113	59	151	97
42	0	121	54	161	94
43	0	141	40	184	83
44	0	132	83	156	107
45	4	171	146	192	167
46	0	152	53	176	77
47	8	22	31	66	75
48	0	125	59	160	94
49	0	98	48	123	73
50	0	100	97	129	126
51	8	83	166	127	210
52	0	86	54	121	89
53	0	120	33	154	67
54	0	110	39	157	86
55	2	137	80	160	103
56	0	192	43	233	84
57	0	184	31	216	63
58	4	101	185	149	233
59	0	150	52	190	92
60	0	117	59	153	95
61	0	230	40	285	95
62	0	142	80	164	102
63	0	140	36	182	78
64	12	74	41	104	71
65	0	133	52	173	92
66	0	92	32	138	78
67	0	117	59	150	92
68	0	147	134	175	162
69	0	35	59	75	99
70	0	85	59	116	90
71	0	64	60	100	96
72	0	111	90	138	117
73	0	157	63	178	84
74	1	124	57	151	84
75	0	96	53	132	89
76	0	142	78	168	104
77	0	97	57	139	99
78	0	106	48	148	90
79	0	156	63	177	84
80	0	148	63	170	85
81	0	140	34	179	73
82	0	97	42	138	83
83	0	102	66	144	108
84	0	79	65	117	103
85	0	93	54	135	96
86	0	91	66	121	96
87	0	84	203	108	227
88	0	119	51	145	77
89	0	93	46	134	87
90	13	81	129	100	148
91	2	113	102	158	147
